வார்டு எண்,மரியாதைத் தலைப்பு,வேட்பாளரின் பெயர்,வேட்பாளரின் தந்தை/கணவர் பெயர்,பாலினம்‌,வயது,அரசியல் கட்சியின் பெயர்,வேட்புமனுவின் நிலை
19,திரு,சீனிவாசன்,தெய்வநாயகம்,ஆண்,32,சுயேட்சை வேட்பாளர்,
19,திருமதி,சித்ரா,செ.சீனிவாசன்,பெண்,47,சுயேட்சை வேட்பாளர்,
19,திரு,குமரன்,ஆதிகேசவன்,ஆண்,49,பாரதிய ஜனதா கட்சி,
19,திரு,சுரேஷ்குமார்,முருகவேல்,ஆண்,41,Naam Tamilar Katchi,
19,திரு,டில்லி பாபு,த. பூசலிங்கம்,ஆண்,31,சுயேட்சை வேட்பாளர்,
19,திருமதி,கன்னிகா பரமேஸ்வரி ,எஸ் ராதாகிருஷ்ணன்,பெண்,39,Makkal Needhi Maiam,
19,திரு,காசிநாதன்,ந. கன்னியப்பன்,ஆண்,46,திராவிட முன்னேற்றக் கழகம்,
19,திரு,ரெங்கராஜன்,திருவேங்கடம்,ஆண்,50,சுயேட்சை வேட்பாளர்,
19,திரு,பிரகாஷ்,மு. ராமசாமி,ஆண்,42,சுயேட்சை வேட்பாளர்,
19,திரு,ரஜினி காந்த்,ஆறுமுகம்,ஆண்,41,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
19,திரு,திருமலை,கோ. ஆறுமுகம்,ஆண்,35,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
19,திரு,சாலமோன் ராஜ்,கோவிந்தன்,ஆண்,45,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
19,திரு,கார்த்திகேயன்,மா. விஜயகுமார்,ஆண்,39,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
19,திரு,ஏழுமலை,குப்புசாமி,ஆண்,65,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
19,திரு,சுரேஷ்குமார்,முருகவேல்.ஆ,ஆண்,41,Naam Tamilar Katchi, நிராகரிக்கப் பட்டது 
19,திருமதி,பட்டுராணி,க. துரைராஜ்,பெண்,42,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
20,திரு,தனசேகர்,கன்னியப்பன்,ஆண்,50,சுயேட்சை வேட்பாளர்,
20,திரு,சேகர்,தட்சிணாமூர்த்தி,ஆண்,47,சுயேட்சை வேட்பாளர்,
20,திரு,வேம்படியான்,இராமையா,ஆண்,48,தேசிய முற்போக்கு திராவிட கழகம்,
20,திரு,வினோத்ராஜ்,கோ முரளி,ஆண்,40,Amma Makkal Munnettra Kazagam,
20,திரு,பார்த்திபன்,கோவிந்தன்,ஆண்,50,சுயேட்சை வேட்பாளர்,
20,திரு,சாரதி பார்த்திபன்,இரா. பார்த்தசாரதி,ஆண்,62,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
20,திருமதி,சாந்தமகாலட்சுமி,ர. கார்த்திகேயன்,பெண்,42,Makkal Needhi Maiam,
20,திரு,ஆனந்தன்,சுந்தரமூர்த்தி,ஆண்,44,Naam Tamilar Katchi,
20,திரு,தனசேகர்,கோபல்,ஆண்,58,பாரதிய ஜனதா கட்சி,
20,திரு,சேகர்,எஸ் சின்ன கண்ணு,ஆண்,57,சுயேட்சை வேட்பாளர்,
20,திரு,கோவிந்தசாமி,கோ. பக்கிரிசாமி,ஆண்,45,Pattali Makkal Katchi,
20,திரு,ஆறுமுகம்,வரதன்,ஆண்,43,திராவிட முன்னேற்றக் கழகம்,
20,திருமதி,லதா,வ. ஆறுமுகம்,பெண்,37,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
20,திருமதி,ராஜலட்சுமி,தனசேகர்,பெண்,50,பாரதிய ஜனதா கட்சி, திரும்பப்பெறப் பட்டது 
20,திரு,பிரகாஷ்,பார்த்திபன்,ஆண்,37,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
20,திரு,வேம்படியான்,இராமையா,ஆண்,48,தேசிய முற்போக்கு திராவிட கழகம், நிராகரிக்கப் பட்டது 
20,திரு,ஹேமகுமார்,தனசேகர்,ஆண்,28,சுயேட்சை வேட்பாளர், திரும்பப்பெறப் பட்டது 
20,திருமதி,விமலா தேவி,மூர்த்தி,பெண்,42,சுயேட்சை வேட்பாளர், நிராகரிக்கப் பட்டது 
20,திரு,பார்த்திபன்,இரா பார்த்தசாரதி,ஆண்,62,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், நிராகரிக்கப் பட்டது 
21,திரு,ராஜேஷ் சேகர்,ஆர். ஞானசேகர்,ஆண்,40,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
21,திரு,முத்துசாமி,த.வரதன்,ஆண்,52,திராவிட முன்னேற்றக் கழகம்,
21,திரு,வெங்கடேசலு,சுப்ரமணி,ஆண்,49,Pattali Makkal Katchi,
21,திரு,வினோத்,க சிவனேஷன்,ஆண்,37,Amma Makkal Munnettra Kazagam,
21,திரு,விஜயகுமார்,தாஸ்,ஆண்,38,பாரதிய ஜனதா கட்சி,
21,திரு,பிரபாகரன்,அ மோகன்,ஆண்,31,தேசிய முற்போக்கு திராவிட கழகம்,
21,திரு,மதன்குமார்,ராஜேந்திரன் மு,ஆண்,37,Naam Tamilar Katchi,
21,திரு,நாகராஜ்,அண்ணாதுரை,ஆண்,31,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
22,திரு,ராமமூர்த்தி,ஆர். அர்ஜீனன்,ஆண்,52,சுயேட்சை வேட்பாளர்,
22,திரு,பிரபுதாஸ்,தாஸ்,ஆண்,40,பாரதிய ஜனதா கட்சி,
