VEHICLE NO,LOCATION,NO.OF BINS,IST TRIP,IIND TRIP,IIRD TRIP,REMARKS,Zone,Div,Shift
TN02BU 0441,PERIYA KASI KOIL KUPPAM,3, ,01.00 PM, ,DAY,1,3,0
TN 02 BU 0442,3RD MAIN ROAD,2, ,2.55AM, ,NIGHT,2,19,0
TN 02 BU 0442,MMDA 3RD CROSS STREET,3, ,11.50AM, ,DAY,2,19,1
TN 02 BU 0442,MMDA 3RD CROSS STREET,3, ,2.00AM, ,NIGHT,2,19,2
TN 02 BU 0442,PADASALAI STREET,1, ,4.00AM, ,NIGHT,2,21,0
TN02BU 0433,SIVANTHI ADITHANAR ROAD,5, ,1.30AM, ,NIGHT,3,22,0
TN02BU 0433,MURUGAMBEDU MAIN ROAD,3, ,12.10PM, ,DAY,3,24,0
TN02BU 0433,PRH ROAD,1,10.40PM, , ,NIGHT,3,25,0
TN02BU 0433,PRH FISH MARKET,3,11.20PM, , ,NIGHT,3,26,0
TN02BO 0497,NETAJI MAIN ROAD,6,1.00PM, , ,DAY,3,33,0
TN 04 AV 6403 ,KADUMBADI AMMAN KOVIL MAIN ROAD,1,10.00 AM, , ,DAY,4,34,0
TN 04 AV 6403 ,KADUMBADI AMMAN KOVIL MAIN ROAD,1,10.00 AM, , ,DAY,4,34,1
TN 04 AY 6472 ,KAMARAJAR SALAI JUNCTION,1, ,12.40 PM, ,DAY,4,35,0
TN 04 AY 6472 ,KAMARAJAR SALAI NEAR RC APPARTMENT,1, ,12.30 PM, ,DAY,4,35,1
TN 22 BR 3937 ,EH ROAD ( SUMANGALI OPP ),6, ,12.10 NOON, , ,4,36,0
TN 22 CH 8296 ,AMBEDKAR STREET,1,8.55 AM, , ,DAY,4,37,0
TN 04 AV 6403 ,BURIAL GROUND MULLAI NAGAR,1, ,10.45AM, ,DAY,4,37,1
TN 22 CF 6185 ,EH ROAD AMMAN KOIL,1,7.00 AM, , ,DAY,4,38,0
TN 22 CF 6185 ,EH ROAD EB STREET,1,9.00 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,IOC GOVINDASAMY STREET,1, ,12.40 AM, ,NIGHT,4,38,2
TN 04 AC 7627 ,MANALI SALAI NEAR POLICE STATION,1, ,11.45 AM, ,DAY,4,41,0
TN 04 AC 7627 ,MANALI SALAI NEAR POLICE STATION,1, ,11.45 AM, ,DAY,4,41,1
TN 22 BR 2956 ,EH ROAD ( NEAR DR.AMBEDKAR COLLEGE ),3,10.00AM,12.35AM, ,DAY,4,45,0
TN 22 BR 2956 ,MPM STREET ( RATION SHOP),1,8.45AM,11.50AM, ,DAY,4,45,1
TN 22 BR 1249 ,MOORTHINGAR ROAD 1ST STREET,1,8.10 AM, , ,DAY,4,46,0
TN 22 BR 1249 ,MOORTHINGAR ROAD METRO WATER,1,8.35 AM, , ,DAY,4,46,1
TN 04 AY 6435 ,"T.H ROAD , SALEEN STORES",1, ,11.00 AM, ,DAY,4,48,0
TN 04 AY 6435 ,"T.H ROAD , SALEEN STORES",1, ,11.00 AM, ,DAY,4,48,1
TN 22 CF 1678,KOTHANDARAMAN MAIN STREET OFFICE OPPSITE,1,8.00AM,11.15AM,1.15PM, ,5,49,0
TN 04 AY 6426,SOUTH MADHA STREET,2,7.20AM,10.30AM,12.15PM, ,5,50,0
TN 04 AD 6261,STANLEY COLLEGE,2,7 .35AM,10.45AM,12.30PM, ,5,52,0
TN 22 CH 6311,POLICE QUARTERS,4,8.00AM,11.15AM,1.15PM, ,5,53,0
TN 04 AD 0623,SARAVANAN STREET,2,7.00AM,9.30AM,12.00PM, ,5,54,0
TN 04 AQ 7295,SECOND NARAYAN STREET,1,7 .45AM,11.00AM,12.45PM, ,5,55,0
TN 22 CJ 4842,PRAKASAM SALAI,1,7.20AM,10.30AM,12.15PM, ,5,56,0
TN 22 CJ 1867,NARAYANAN MUDALI STREET,4,7.00AM,9.30AM,12.00PM, ,5,57,0
TN 22 BR 2976,E.V.R PERIYAR SALAI (EVEREST HOTEL),1,7.20AM,10.30AM,12.15PM, ,5,58,0
TN 22 CF 5598,RATTAN BAZAR SALAI (MANJARAM SHOP NEAR),1,7 .45AM,11.00AM,12.45PM, ,5,59,0
TN 04 AD1553,MANNADY STREET,1,7 .45AM,11.00AM,12.45PM, ,5,60,0
TN 22 CF 6138,"L.G ROAD (SADAYATHAMAN KOIL , L.G PC TOILET , POLICE QUARTERS , NARIYAKADU ST)",6,8.00AM,11.15AM,1.15PM, ,5,61,0
TN 22 CF 6063,EAST COOVAM ROAD (NEAR N.N NAGR P.C ),1,7.00AM,9.30AM,12.00PM, ,5,62,0
TN 04 AY 6447,BHARATHI SALAI,3,7 .45AM,11.00AM,12.45PM, ,5,63,0
TN 05 CH 2491,GANGA THEATRE OPP TO MM NAGAR,3,10.15, , , ,6,64,0
 TN 05 CH 2354,JAMBULINGAM MAIN ROAD(JN 33TH STREET),3,8.2, , , ,6,65,0
 TN 05 AQ 6276,KC GARDEN 1ST STREET,1, , ,11.3, ,6,66,0
 TN 05 CF 5272,LOCO SCHEME 1ST STREET,2, ,9.45, , ,6,67,0
 TN 05 AY 6450,PALLAVAN SALAI,1,8.25, , , ,6,68,0
  TN 05 AQ 4833,MYLAPPA STREET,1,7.4, , , ,6,69,0
 TN 05 CY 7839,SCHOOL ROAD(JN OF IYYAPAN KOIL),5,7.45, , , ,6,70,0
 TN 05 AD 7485,MALAIYAPPAN STREET,2, ,10.3, , ,6,71,0
 TN 05 CH 8625,STRAHANS ROAD,2,7, , , ,6,73,0
 TN 05 AQ 6446,PERAMBUR BARRACKS ROAD,2, , ,12.15, ,6,76,0
 TN 05 CF 5487,RANGAIYA STREET,2,7, , , ,6,78,0
TN 04 AP 9057,PACHAIAMMAN STREET,3,12.15,-,-, ,7,79,0
TN 04 1357,PUDHUR MAIN ROAD (THANGAL PARK),3,-,-,1.1, ,7,80,0
TN 04 AY 6481,WEST PARK STREET,1,8.3,-,-, ,7,81,0
TN 02 BU 0478,PADA SALAI STREET,5,11:09 TO 11:15, , ,NIGHT,7,82,0
TN 02 BU 0478,PADA SALAI STREET,5,11:09 TO 11:15, , ,NIGHT,7,82,2
TN 02 BU 0478,NORTH AVENUE,7, ,01:28 TO 01:35, ,DAY,7,83,0
TN 02 BU 0478,THATHAKUPPAM MAIN ROAD,6, ,11:55 TO 12:05, ,DAY,7,83,1
TN 02 BU 0478,NRS MAIN ROAD,2, ,02:49 TO 02:54, ,NIGHT,7,83,2
TN 02 BU 0478,RAMAPURAM,4,08:07 TO 08:12 , , ,DAY,7,85,0
TN 02 BU 0478,RAMAPURAM,4,08:07 TO 08:12 , , ,DAY,7,85,1
TN 04 AP 9028,PAANDURANGA PURAM,1,10.5,-,-, ,7,88,0
 TN 04 AC 3928,THIRUMANGALAM MAIN ROAD (NEAR AARIYA BAVAN HOTEL),1,10.3,-,-, ,7,90,0
TN 22 CF 5473,MTH ROAD(SATHYA NAGAR),2,8.00AM,11.30AM, , ,8,94,0
TN 04 -6242 ,EAST MADA STREET,1,8.20 AM,10.50 AM,1.10 PM, ,8,95,0
TN-01 AQ 4843 ,RAJU STREET MAIN RAOD CRUCH OPP SIDE,1, , ,12.50 PM, ,8,98,0
TN 22 BR 9698,6TH AVENUE NEAR US MAS,2,8.40 AM,11.40 AM, , ,8,99,0
TN04 AY 6892 ,5TH AVENUE PAZHAMUTHIR SOLAI,2,7.45 AM,11.50 AM, , ,8,100,0
TN 04 AQ 6237,6TH AVENUE N BLOCK 17TH STREET,1,8.10AM, ,12.20PM, ,8,101,0
TN 22 CF 5531,GANDHI STREET,3,9.15 AM,10.30 AM, , ,8,102,0
TN 04 AP 9042,LAKSHMI STREET,1,7.15AM,10.15AM,12.15AM, ,8,103,0
TN 04 AC 6127,DR.ALAGAPPA ROAD NEAR MADAM LANE,1,8.40 AM,11.50 AM, , ,8,104,0
TN 04 A3 3506,KAMALA NEHRU NAGAR 2ND STREET,1,9.40 PM,11.45 PM, , ,8,105,0
TN 22 CH 4665,NARASHIMMAN STREET,2,7.10 AM,10.15 AM, , ,8,106,0
TN 04 AD 1184,M.S.NAGAR (AMBETHKAR THIDAL),2,7.30 AM,-,11.50 AM, ,8,107,0
TN 22 CY 7795,O BLOCK MARKET,1,7.00 AM,9.30 AM, , ,8,108,0
TN02BU 0421,TSUNAMI QUATRESS,38,02.45 PM, , ,NOON,1,3,0
TN 02 BU 0442,3RD MAIN ROAD,1, ,3.15AM, ,NIGHT,2,19,0
TN 02 BU 0442,MMDA 5TH CROSS STREET,2, ,12.30PM, ,DAY,2,19,1
TN 02 BU 0442,MMDA 5TH CROSS STREET,2, ,3.05AM, ,NIGHT,2,19,2
TN02BU 0433,MURUGAMBEDU MAIN ROAD,3, ,3.15AM, ,NIGHT,3,24,0
TN02BU 0433,THIRUMAL SRINIVASAN NAGAR ,1,7:15 AM, , ,DAY,3,25,0
TN02BU 0433,PRH ROAD,6,10.55PM, , ,NIGHT,3,26,0
TN02BU 0484,NETAJI MAIN ROAD,6, ,3.30AM, ,NIGHT,3,33,0
TN 22 CH 8343 ,KADUMBADI AMMAN KOVIL MAIN ROAD,1, ,1.30 AM, ,NIGHT,4,34,0
TN 04 AY 7304 ,KKR TOWN 10TH STREET,1, ,10.55 AM, ,DAY,4,34,1
TN 04 AY 6472 ,KAMARAJAR SALAI NEAR KAILASH TIMBER SHOPS,4, ,12.00 AM, ,DAY,4,35,0
TN 04 AY 6472 ,KAMARAJAR SALAI NEAR SCHOOL,2, ,11.30 AM, ,DAY,4,35,1
TN 22 BR 3937 ,EH ROAD ( SUMANGALI OPP ),6,9.10 AM, , , ,4,36,0
TN 22 CH 8296 ,AMBEDKAR STREET,1, ,11.40 AM, ,DAY,4,37,0
TN 04 AV 6403 ,CENTRAL AVANUE ROAD NEAR PLAY GROUND,1,9.45AM, , ,DAY,4,37,1
TN 22 CF 5613 ,EH ROAD AMMAN KOIL,1,9.40 PM, , ,NIGHT,4,38,0
TN 22 CF 6185 ,EH ROAD ECI SCHOOL ( OPP ),2,9.30 AM, , ,DAY,4,38,1
TN 22 CF 5613 ,IOC KVK SWAMY SALAI,1, ,12.35 AM, ,NIGHT,4,38,2
TN 04 AC 7627 ,MANALI SALAI NEAR RAILWAY TRACK,5, ,11.30 AM, ,DAY,4,41,0
TN 04 AC 7627 ,MANALI SALAI NEAR RAILWAY TRACK,5, ,11.30 AM, ,DAY,4,41,1
TN 04 AQ 6408 ,KRIAHNA KOVIL STREET ( WEIGHT MEACHINE ),3, ,2.00PM, ,AFTERNOON,4,45,0
TN 22 BR 2956 ,STEPHENSON ROAD (CHURCH),1,7.20AM,10.55AM, ,DAY,4,45,1
TN 22 BR 1249 ,MOORTHINGAR ROAD A BLOCK,1,7.15 AM, , ,DAY,4,46,0
TN 22 BR 1249 ,MOORTHINGAR ROAD PARK,3,7.30 AM, , ,DAY,4,46,1
TN 04 AY 6435 ,"T.H ROAD , VASANTH & CO",1, ,10.40 AM, ,DAY,4,48,0
TN 04 AY 6435 ,"T.H ROAD , VASANTH & CO",1, ,10.40 AM, ,DAY,4,48,1
TN 04 AQ 1951,NEW SOLAIAPPN STREET,1,7.00AM,9.30AM,12.00PM, ,5,49,0
TN 04 AD 1678,ST.XAVIER STREET,3,7.20AM,10.30AM,12.15PM, ,5,50,0
TN 04 AD 6261,STANLEY HOSPITAL,10,7.20AM,10.30AM,12.15PM, ,5,52,0
TN 22 CH 6311,SUDUKADU,1,7.20AM,10.30AM,12.15PM, ,5,53,0
TN 04 AD 0623,TIRUPALLI STREET,1,7.00AM,9.30AM,12.00PM, ,5,54,0
TN 04 AQ 7295,SEVEN WELLS STREET,1,8.00AM,11.15AM,1.15PM, ,5,55,0
TN 22 CJ 4842,PRAKASAM SALAI ( NEAR B.B.C VILLA COMPLEX),2,7 .45AM,11.00AM,12.45PM, ,5,56,0
TN 22 CJ 1867 /TN 22 BR 1242,PRAKASAM SALAI,1,8.00AM,11.15AM,1.15PM, ,5,57,0
TN 22 BR 2976,E.V.R PERIYAR SALAI (MOHAN MUTHU MEDICAL NEAR),2,7 .45AM,11.00AM,12.45PM, ,5,58,0
TN 22 CF 5598,RATTAN BAZAR SALAI (PUNJAB NATIONAL BANK NEAR),1,8.00AM,11.15AM,1.15PM, ,5,59,0
TN 04 AD 1591,MOOKAR NALLA MUTHU STREET,1,7.20AM,10.30AM,12.15PM, ,5,60,0
TN 22 CF 6138,MAYOR RAMANATHAN SALAI,1,7.20AM,10.30AM,12.15PM, ,5,61,0
TN 22 CF 6063,EAST COOVAM ROAD (NEAR P.C),2,8.00AM,11.15AM,1.15PM, ,5,62,0
TN 22 CF 8557,BLACKERS ROAD (NEAR BSNL OFFICE ),1,7 .35AM,10.45AM,12.30PM, ,5,63,0
 TN 04 AY 6457,HARIDOSS MAIN ROAD,2, ,11.5, , ,6,64,0
 TN 05 AQ 4816,MAHAVEER NAGAR 4TH STREET,4,8.15, , , ,6,65,0
 TN 05 AQ 6276,KC GARDEN 1ST STREET,1,7.45, , , ,6,66,0
 TN 05 CF 5272,LOCO WORKS 2ND STREET,1, , ,11.15, ,6,67,0
 TN 05 AY 6450,PAPER MILLS ROAD,1,7.2, , , ,6,68,0
  TN 05 AQ 4833,PAPER MILLS ROAD,4, , ,1, ,6,69,0
 TN 05 CY 7839,SCHOOL ROAD(JN OF IYYAPAN KOIL),5, ,11.3, , ,6,70,0
 TN 05 AD 7485,PANANTHOPE RAILWAY COLONY,2,7.45, , , ,6,71,0
 TN 05 CH 8625,THIRUVENKATA SWAMY STREET,2,8.4, , , ,6,73,0
 TN 05 AQ 6446,RAMANUJAM GARDEN,1, ,10.4, , ,6,76,0
 TN 05 CF 5487,RANGAIYA STREET,2, ,10.15, , ,6,78,0
TN 04 AP 9057,PACHAIAMMAN STREET,4,8.4,-,-, ,7,79,0
TN 04 6481,PUDHUR MAIN ROAD (THANGAL PARK),3,-,2, , ,7,80,0
TN 02 BU 0478,PATTRAVAKKAM SERVICE RD ,4,10:00 TO 10:05, , ,NIGHT,7,82,0
TN 02 BU 0478,PATTRAVAKKAM SERVICE RD ,4,10:00 TO 10:05, , ,NIGHT,7,82,2
TN 02 BU 0478,NORTH AVENUE,7, ,03:27 TO 03:40, ,NIGHT,7,83,0
TN 02 BU 0478,TNHB 38TH STREET ,2,09:09 TO 09:12, , ,DAY,7,83,1
TN 02 BU 0478,NRS MAIN ROAD,2, ,02:23 TO 02:26, ,NIGHT,7,83,2
TN 02 BU 0478,STALIN ST,3,07:12 TO 07:17, , ,DAY,7,85,0
TN 02 BU 0478,STALIN ST,3,07:12 TO 07:17, , ,DAY,7,85,1
TN 04 AP 9028,PARK ROAD,2,10,-, , ,7,88,0
 TN 04 AC 3928,THIRUMANGALAM MAIN ROAD (TNHB FLATS),1,10,-,-, ,7,90,0
TN 04 AC 6127,NORTH JAGANATHAN NAGAR 2ND MAIN ROAD ( OPP TO 7TH STREET ),1,9.45 AM,12.45PM, , ,8,94,0
TN 04 -6242 ,EAST MADA STREET EXTN,1,8.30 AM,11.00 AM,1.20 PM, ,8,95,0
TN-01 AQ 4843 ,RAJU STREET MAIN RAOD RAJU PLAT OPP SIDE,1, , ,12.45 PM, ,8,98,0
TN 22 BR 9698,6TH AVENUE NEAR VAIGAI COLONY,1,8.50 AM,11.45 AM, , ,8,99,0
TN 04 1297 ,6TH AVENUE ARASAMARAM,4,9.00 AM,11.40 AM, , ,8,100,0
TN 04 AQ 6237,6TH AVENUE N BLOCK 24TH STREET,1,8.20AM, ,12.30PM, ,8,101,0
TN 22 CF 5531,GUJI MAIN ROAD,2,7.35 AM,11.00 AM, , ,8,102,0
TN 04 AD 1184,MILLERS ROAD,1,9.00 AM,01.00 AM, , ,8,103,0
TN 22 BR 9625,EVR 1ST LANE NEAR KERALA VIDHYALAYA SCHOOL,1, ,10.30 AM,1.25 PM, ,8,104,0
TN 04 AQ 6239,KANNAGI NAGAR DIVISION OFFICE,1,7.15AM, , , ,8,105,0
TN 22 CH 4665,NAVANEETHIAMMAL STREET,1,7.40 AM,11.15 AM, , ,8,106,0
TN 04 AP 9048,M.S.NAGAR (MUTHUMARIAMMAN KOIL ),1,9.00 AM,11.10 AM,11.50AM, ,8,107,0
TN 22 CY 7795,P BLOCK,2,7.00 AM,9.30 AM, , ,8,108,0
TN 02 BU 0442,3RD MAIN ROAD,2, ,2.50AM, ,NIGHT,2,19,0
TN02BU 0433,SANTHOSH NAGAR,4, ,1.00PM, ,DAY,3,24,0
TN02BU 0433,PRH ROAD,3,11.10PM, , ,NIGHT,3,26,0
TN02BO 0497,V.G.P PARK MAIN ROAD,6,12.50AM, , ,DAY,3,33,0
TN 04 AY 7304 ,KKR TOWN 10TH STREET,1, ,10.55 AM, ,DAY,4,34,0
TN 04 AY 7304 ,KKR TOWN 1ST MAIN ROAD,1, ,10.45 AM, ,DAY,4,34,1
TN 04 AY 6472 ,KAMARAJAR SALAI NEAR RC APPARTMENT,1, ,12.30 PM, ,DAY,4,35,0
TN 04 AC 6197 ,KKD NAGAR 2ND BLOCK 1TH MAIN ROAD,2,10.45 AM, , ,DAY,4,35,1
TN 04 AY 6422 ,EH ROAD ( SUMANGALI OPP ),6,11.00 PM, , ,NIGHT,4,36,0
TN 22 CH 8296 ,ANNA STREET,1,8.35 AM, , ,DAY,4,37,0
TN 04 AV 6403 ,CENTRAL AVANUE ROAD OPP TO ABDULKALAM APPARTMENT,2,10.00AM, , ,DAY,4,37,1
TN 22 CF 6185 ,EH ROAD B.P. TEA STALL,2,7.30 AM, , ,DAY,4,38,0
TN 22 CF 6185 ,EH ROAD ECI SCHOOL (OPP),2, ,11.50 AM, ,DAY,4,38,1
TN 22 CF 5613 ,IOC LUPEPLANT ROAD,1, ,12.30 AM, ,NIGHT,4,38,2
TN 04 AC 7627 ,MANALI SALAI NEAR RAILWAY TRACK,5,8.40 AM, , ,DAY,4,41,0
TN 04 AC 7627 ,MANALI SALAI NEAR RAILWAY TRACK,5,8.40 AM, , ,DAY,4,41,1
TN 22 BR 2956 ,MPM STREET ( CORNER),1,7.50AM,11.20AM, ,DAY,4,45,0
TN 22 BR 1249 ,MOORTHINGAR ROAD I J BLOCK,1,7.50 AM, , ,DAY,4,46,0
TN 22 BR 1249 ,MOORTHINGAR ROAD SIVAN KOIL KULAM,2,8.20 AM, , ,DAY,4,46,1
TN 04 AY 6435 ,T.H ROAD ANNAI MAHAL,1, ,10.30 AM, ,DAY,4,48,0
TN 04 AY 6435 ,T.H ROAD ANNAI MAHAL,1, ,10.30 AM, ,DAY,4,48,1
TN 04 AQ 1951,PUMPING STATION,1,7 .45AM,11.00AM,12.45PM, ,5,49,0
TN04 AD 1678,VENKATESAN STREET,2,8.00AM,11.15AM,1.15PM, ,5,50,0
TN 04 AD 6261,THOPPAI STREET,2,7.00AM,9.30AM,12.00PM, ,5,52,0
TN 22 CH 6311,WALL TAX ROAD,2,7.00AM,9.30AM,12.00PM, ,5,53,0
TN 04 AD 0623,VOC ROAD ( WALL TAX ROAD),7,7 .35AM,10.45AM,12.30PM, ,5,54,0
TN 04 AQ 7295,STANLY LADIES HOSTEL,2,7.00AM,9.30AM,12.00PM, ,5,55,0
TN 04 AD 1578,SAIVA MUTHIYAH STYREET,2,8.00AM,11.15AM,1.15PM, ,5,56,0
TN 22 BR 4071,SOUTH MARKET,5,7 .35AM,10.45AM,12.30PM, ,5,57,0
TN 22 BR 2976,E.V.R PERIYAR SALAI (RAILWAY CANTEEN NEAR),1,7 .35AM,10.45AM,12.30PM, ,5,58,0
TN 22 CF 5598,RATTAN BAZAR ST (NEAR MOSQUE),2,7.00AM,9.30AM,12.00PM, ,5,59,0
TN 22 AQ 4269,MOORE STREET,5,7.20AM,10.30AM,12.15PM, ,5,60,0
TN 22 CF 5144,MONTIETH ROAD (AMBASEDAR PALLVA HOTEL PAZHAMUTHIR SOLAI ),2,7.20AM,10.30AM,12.15PM, ,5,61,0
TN 22 CF 6063,EAST COOVAM ROAD (NEAR REX ST ),1,8.00AM,11.15AM,1.15PM, ,5,62,0
TN 04 AY 6447,BOOBEGU 1ST STREET,1,7 .45AM,11.00AM,12.45PM, ,5,63,0
 TN 04 AY 6457,HARIDOSS MAIN ROAD,2,7.55, , , ,6,64,0
 TN 05 AQ 4816,MAKKARAM GARDEN,8, , ,11.15, ,6,65,0
 TN 05 AQ 6276,KRISHNA NAGAR ,2, ,10.15, , ,6,66,0
 TN 05 CF 5272,LOCO WORKS 2ND STREET,1, ,9.3, , ,6,67,0
 TN 05 AY 6450,PAPER MILLS ROAD,1,7.1, , , ,6,68,0
  TN 05 AQ 4833,PAPER MILLS ROAD,2, ,10.15, , ,6,69,0
 TN 05 AD 7485,PANANTHOPE RAILWAY COLONY,2, , ,12.45, ,6,71,0
 TN 05 AQ 6446,SACHIDANANDAM LANE,1, ,10.3, , ,6,76,0
 TN 05 AQ 4872,SATTANNAN STREET,2, , ,1.15, ,6,78,0
TN 04 1357,REDHILLS MAIN ROAD (BABA TEMPLE),3,-,-,8.3, ,7,79,0
 TN 04 AP 9038,PUDHUR MAIN ROAD THANGAL PARK,3,11.2,-,-, ,7,80,0
TN 02 BU 0478,PERIYAR SALAI,3,10:19 TO 10:22, , ,NIGHT,7,82,0
TN 02 BU 0478,PERIYAR SALAI,3,10:19 TO 10:22, , ,NIGHT,7,82,2
TN 02 BU 0478,NRS MAIN ROAD,2, ,01:00 TO 01:05, ,DAY,7,83,0
TN 02 BU 0478,TNHB 38TH STREET ,2, ,01:37 TO 01:40, ,DAY,7,83,1
TN 02 BU 0478,ONDIVEERAN STREET,4, ,04:00 TO 04:15, ,NIGHT,7,83,2
TN 02 BU 0478,VANAGARAM RD,3,07:07 TO 07:10, , ,DAY,7,85,0
TN 02 BU 0478,VANAGARAM RD,3,07:07 TO 07:10, , ,DAY,7,85,1
TN 04 AP 9028,PARK ROAD,2,10.3,-,-, ,7,88,0
TN 04 AC 6127,NORTH JAGANATHAN NAGAR 2ND MAIN ROAD ( OPP TO 9TH CROSS STREET ),1,9.50AM,12.50PM, , ,8,94,0
TN 04 - 2841 ,IMMYAM COLONY ( NEAR )100FEET,3,7.00 AM,10.45 AM, , ,8,95,0
TN-01 AQ 4843 ,RAJU STREET MAIN ROAD (BACKRY OPP SIDE),1, , ,12.40 PM, ,8,98,0
TN 22 BR 9698,"6TH AVENUE, EB OFFICE",3,7.15 AM,11.05 AM, , ,8,99,0
TN 04 1297 ,6TH AVENUE COMPOST YARD,1,8.30 AM,11.30 AM, , ,8,100,0
TN 04 AQ 6237,6THAVENUE BOGANVILLA PARK,1,8.15AM, ,12.25PM, ,8,101,0
TN 04 AY 6843,KATHIRAVAN COLONY,1, ,10.50 AM, , ,8,102,0
TN 04 AD 1184,MILLERS ROAD KOVIL,1,8.45 AM,12.45 AM, , ,8,103,0
TN 04 AC 6127,GANGADEESHWAR KOIL LANE NEAR TEMPLE,1,8.10 AM,11.10 AM, , ,8,104,0
TN 04 AQ 6239,MARIAMMAN KOIL STREET,1, ,9.30 AM,12.45 PM, ,8,105,0
TN 22 CH 8292,NELSON MANIKKAM MAIN ROAD,1,8.10 AM,11.20 AM, , ,8,106,0
TN 04 AP 9048,M.S.NAGAR( AMBETHKAR THIDAL),2,8.35 AM,11.00 AM,12.15PM, ,8,107,0
TN 22 CY 7795,PADMANABA NAGAR,2,8.05 AM,10.15 AM, , ,8,108,0
TN 02 BU 0442,CHINNA MATHUR SALAI,2, ,12.45PM, ,DAY,2,19,0
TN02BU 0433,SANTHOSH NAGAR,4,12.00AM, , ,NIGHT,3,24,0
TN02BU 0340,VINAYAKAPURAM,6, ,12.15PM, ,DAY,3,26,0
TN02BU 0484,V.G.P PARK MAIN ROAD,6, ,3.15AM, ,NIGHT,3,33,0
TN 04 AY 7304 ,KKR TOWN 1ST MAIN ROAD,1, ,10.45 AM, ,DAY,4,34,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (BURAIL GROUND),3, ,11.40 AM, ,DAY,4,34,1
TN 04 AY 6472 ,KAMARAJAR SALAI NEAR SCHOOL,2, ,11.30 AM, ,DAY,4,35,0
TN 04 AC 6197 ,KKD NAGAR 3RD MAIN ROAD,5,9.30 AM, , ,DAY,4,35,1
TN 22 BR 3937 ,EH ROAD ( VEERA MAHAL ),1, ,10.10 AM, , ,4,36,0
TN 22 CH 8296 ,ANNA STREET,1, ,11.15 AM, ,DAY,4,37,0
TN 04 AV 6403 ,EH ROAD OPP TO AMBEDKAR COLLAGE,1,7.30 AM, , ,DAY,4,37,1
TN 22 CF 5613 ,EH ROAD B.P. TEA STALL,2,9.50 PM, , ,NIGHT,4,38,0
TN 22 CF 6185 ,EH ROAD EP STREET,1, ,11.40 AM, ,DAY,4,38,1
TN 22 CF 5613 ,IOC N.S.K. STREET,1, ,12.50 AM, ,NIGHT,4,38,2
TN 04 AC 7627 ,MANALI SALAI NEAR RAILWAY TRACK,5, , ,1.30PM,DAY,4,41,0
TN 04 AC 7627 ,MANALI SALAI NEAR RAILWAY TRACK,5, , ,1.30PM,DAY,4,41,1
TN 04 AQ 6408 ,MPM STREET ( CORNER),1, , ,4.00PM,AFTERNOON,4,45,0
TN 22 BR 1249 ,MOORTHINGAR ROAD METRO WATER,1,8.35 AM, , ,DAY,4,46,0
TN 22 BR 1249 ,MUTHU STREET MOORTHINGAR ROAD TNSCB,1,7.00AM, , ,DAY,4,46,1
TN 04 AY 6435 ,"T.H ROAD, SRI THIYAGARAYA COLLEGE",1,07.15 AM, , ,DAY,4,48,0
TN 04 AY 6435 ,"T.H ROAD, SRI THIYAGARAYA COLLEGE",1,07.15 AM, , ,DAY,4,48,1
TN 04 AQ 1951,S.N.CHETTY STREET (NEAR PETROL BUNK),2,7 .35AM,10.45AM,12.30PM, ,5,49,0
TN 04 AQ 1951,WEST MADHA STREET,3,7 .45AM,11.00AM,12.45PM, ,5,50,0
TN 22 CH 6311,ZONE-V INSIDE OFFICE,1,7.20AM,10.30AM,12.15PM, ,5,53,0
TN 22 CJ 1867,VARADHA MUTHIYAH STREET,1,7 .45AM,11.00AM,12.45PM, ,5,55,0
TN 04 AD 1578,SALAI VINAYAGAR KOIL STREET,3,7.00AM,9.30AM,12.00PM, ,5,56,0
TN 22 CJ 1867,STRINGER STREET,3,7.00AM,9.30AM,12.00PM, ,5,57,0
TN 22 BR 2976,E.V.R PERIYAR SALAI (RIPON BUILDING INSIDE),5,7 .45AM,11.00AM,12.45PM, ,5,58,0
TN 22 CF 5598,TNPC OFFICE (INSIDE HIGH COURT),2,7.00AM,9.30AM,12.00PM, ,5,59,0
TN 04 AD 1591,MOORTHIKAL LANE,1,7 .45AM,11.00AM,12.45PM, ,5,60,0
TN 22 CF 5144,"P.V SERIYAN SALAI (IOB ATM , VISA OFFICE , RAILWAY OFFICE . COLLAGE )",8,8.00AM,11.15AM,1.15PM, ,5,61,0
TN 22 CF 6063,EAST COOVAM ROAD (NEAR SAMI NAICKEN ST ),1,7 .45AM,11.00AM,12.45PM, ,5,62,0
TN 22 CF 8557,BOOTHA PERUMAL KOIL ST,1,7.20AM,10.30AM,12.15PM, ,5,63,0
 TN 04 AY 6457,MAKKARAM ,2, ,1.2, , ,6,64,0
 TN 05 AQ 4816,MALLIGAI AVENUE 200 FEET ROAD,4, ,10.3, , ,6,65,0
 TN 05 AQ 6276,KRISHNA NAGAR ,2,8.3, , , ,6,66,0
 TN 05 CF 5272,LOCO WORKS 2ND STREET,1,7.3, , , ,6,67,0
 TN 04 AQ 4874,PAPER MILLS ROAD,1,7, , , ,6,68,0
  TN 05 AQ 4833,PAPER MILLS ROAD,2, , ,12.3, ,6,69,0
 TN 05 AD 7485,RAJIV GANDHI NAGAR,2, ,10.45, , ,6,71,0
